BAM_file	sample.x	sample.id	experiment	epd	org	cell	fastq_files1	fastq_files2	fastq_files3	fastq_files4	fastq_files5	fastq_files6	fastq_files7	fastq_files8	description
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/43_Mmp_43_9-48499461/alignment_results/43_Mmp_43_9-48499461_marked.bam	43_Mmp_43_9	single-cells-mmp-03-43	single-cells	03	mmp	43	Mmp-43-9_S43_L001_R1_001.fastq.gz	Mmp-43-9_S43_L001_R2_001.fastq.gz	Mmp-43-9_S43_L002_R1_001.fastq.gz	Mmp-43-9_S43_L002_R2_001.fastq.gz	Mmp-43-9_S43_L003_R1_001.fastq.gz	Mmp-43-9_S43_L003_R2_001.fastq.gz	Mmp-43-9_S43_L004_R1_001.fastq.gz	Mmp-43-9_S43_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 43 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/44_Mmp_44_9-48505459/alignment_results/44_Mmp_44_9-48505459_marked.bam	44_Mmp_44_9	single-cells-mmp-03-44	single-cells	03	mmp	44	Mmp-44-9_S44_L001_R1_001.fastq.gz	Mmp-44-9_S44_L001_R2_001.fastq.gz	Mmp-44-9_S44_L002_R1_001.fastq.gz	Mmp-44-9_S44_L002_R2_001.fastq.gz	Mmp-44-9_S44_L003_R1_001.fastq.gz	Mmp-44-9_S44_L003_R2_001.fastq.gz	Mmp-44-9_S44_L004_R1_001.fastq.gz	Mmp-44-9_S44_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 44 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/45_Mmp_45_9-48497487/alignment_results/45_Mmp_45_9-48497487_marked.bam	45_Mmp_45_9	single-cells-mmp-03-45	single-cells	03	mmp	45	Mmp-45-9_S45_L001_R1_001.fastq.gz	Mmp-45-9_S45_L001_R2_001.fastq.gz	Mmp-45-9_S45_L002_R1_001.fastq.gz	Mmp-45-9_S45_L002_R2_001.fastq.gz	Mmp-45-9_S45_L003_R1_001.fastq.gz	Mmp-45-9_S45_L003_R2_001.fastq.gz	Mmp-45-9_S45_L004_R1_001.fastq.gz	Mmp-45-9_S45_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 45 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/46_Mmp_46_9-48495486/alignment_results/46_Mmp_46_9-48495486_marked.bam	46_Mmp_46_9	single-cells-mmp-03-46	single-cells	03	mmp	46	Mmp-46-9_S46_L001_R1_001.fastq.gz	Mmp-46-9_S46_L001_R2_001.fastq.gz	Mmp-46-9_S46_L002_R1_001.fastq.gz	Mmp-46-9_S46_L002_R2_001.fastq.gz	Mmp-46-9_S46_L003_R1_001.fastq.gz	Mmp-46-9_S46_L003_R2_001.fastq.gz	Mmp-46-9_S46_L004_R1_001.fastq.gz	Mmp-46-9_S46_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 46 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/47_Mmp_47_9-48504461/alignment_results/47_Mmp_47_9-48504461_marked.bam	47_Mmp_47_9	single-cells-mmp-03-47	single-cells	03	mmp	47	Mmp-47-9_S47_L001_R1_001.fastq.gz	Mmp-47-9_S47_L001_R2_001.fastq.gz	Mmp-47-9_S47_L002_R1_001.fastq.gz	Mmp-47-9_S47_L002_R2_001.fastq.gz	Mmp-47-9_S47_L003_R1_001.fastq.gz	Mmp-47-9_S47_L003_R2_001.fastq.gz	Mmp-47-9_S47_L004_R1_001.fastq.gz	Mmp-47-9_S47_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 47 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/49_Mmp_49_9-48506463/alignment_results/49_Mmp_49_9-48506463_marked.bam	49_Mmp_49_9	single-cells-mmp-03-49	single-cells	03	mmp	49	Mmp-49-9_S48_L001_R1_001.fastq.gz	Mmp-49-9_S48_L001_R2_001.fastq.gz	Mmp-49-9_S48_L002_R1_001.fastq.gz	Mmp-49-9_S48_L002_R2_001.fastq.gz	Mmp-49-9_S48_L003_R1_001.fastq.gz	Mmp-49-9_S48_L003_R2_001.fastq.gz	Mmp-49-9_S48_L004_R1_001.fastq.gz	Mmp-49-9_S48_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 49 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/05_Mmp_5_9-48482546/alignment_results/05_Mmp_5_9-48482546_marked.bam	05_Mmp_5_9	single-cells-mmp-03-5	single-cells	03	mmp	5	Mmp-5-9_S5_L001_R1_001.fastq.gz	Mmp-5-9_S5_L001_R2_001.fastq.gz	Mmp-5-9_S5_L002_R1_001.fastq.gz	Mmp-5-9_S5_L002_R2_001.fastq.gz	Mmp-5-9_S5_L003_R1_001.fastq.gz	Mmp-5-9_S5_L003_R2_001.fastq.gz	Mmp-5-9_S5_L004_R1_001.fastq.gz	Mmp-5-9_S5_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 5 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/50_Mmp_50_9-48506464/alignment_results/50_Mmp_50_9-48506464_marked.bam	50_Mmp_50_9	single-cells-mmp-03-50	single-cells	03	mmp	50	Mmp-50-9_S49_L001_R1_001.fastq.gz	Mmp-50-9_S49_L001_R2_001.fastq.gz	Mmp-50-9_S49_L002_R1_001.fastq.gz	Mmp-50-9_S49_L002_R2_001.fastq.gz	Mmp-50-9_S49_L003_R1_001.fastq.gz	Mmp-50-9_S49_L003_R2_001.fastq.gz	Mmp-50-9_S49_L004_R1_001.fastq.gz	Mmp-50-9_S49_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 50 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/51_Mmp_51_9-48500461/alignment_results/51_Mmp_51_9-48500461_marked.bam	51_Mmp_51_9	single-cells-mmp-03-51	single-cells	03	mmp	51	Mmp-51-9_S50_L001_R1_001.fastq.gz	Mmp-51-9_S50_L001_R2_001.fastq.gz	Mmp-51-9_S50_L002_R1_001.fastq.gz	Mmp-51-9_S50_L002_R2_001.fastq.gz	Mmp-51-9_S50_L003_R1_001.fastq.gz	Mmp-51-9_S50_L003_R2_001.fastq.gz	Mmp-51-9_S50_L004_R1_001.fastq.gz	Mmp-51-9_S50_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 51 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/52_Mmp_52_9-48496490/alignment_results/52_Mmp_52_9-48496490_marked.bam	52_Mmp_52_9	single-cells-mmp-03-52	single-cells	03	mmp	52	Mmp-52-9_S51_L001_R1_001.fastq.gz	Mmp-52-9_S51_L001_R2_001.fastq.gz	Mmp-52-9_S51_L002_R1_001.fastq.gz	Mmp-52-9_S51_L002_R2_001.fastq.gz	Mmp-52-9_S51_L003_R1_001.fastq.gz	Mmp-52-9_S51_L003_R2_001.fastq.gz	Mmp-52-9_S51_L004_R1_001.fastq.gz	Mmp-52-9_S51_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 52 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/53_Mmp_53_9-48484532/alignment_results/53_Mmp_53_9-48484532_marked.bam	53_Mmp_53_9	single-cells-mmp-03-53	single-cells	03	mmp	53	Mmp-53-9_S52_L001_R1_001.fastq.gz	Mmp-53-9_S52_L001_R2_001.fastq.gz	Mmp-53-9_S52_L002_R1_001.fastq.gz	Mmp-53-9_S52_L002_R2_001.fastq.gz	Mmp-53-9_S52_L003_R1_001.fastq.gz	Mmp-53-9_S52_L003_R2_001.fastq.gz	Mmp-53-9_S52_L004_R1_001.fastq.gz	Mmp-53-9_S52_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 53 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/54_Mmp_54_9-48506465/alignment_results/54_Mmp_54_9-48506465_marked.bam	54_Mmp_54_9	single-cells-mmp-03-54	single-cells	03	mmp	54	Mmp-54-9_S53_L001_R1_001.fastq.gz	Mmp-54-9_S53_L001_R2_001.fastq.gz	Mmp-54-9_S53_L002_R1_001.fastq.gz	Mmp-54-9_S53_L002_R2_001.fastq.gz	Mmp-54-9_S53_L003_R1_001.fastq.gz	Mmp-54-9_S53_L003_R2_001.fastq.gz	Mmp-54-9_S53_L004_R1_001.fastq.gz	Mmp-54-9_S53_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 54 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/55_Mmp_55_9-48491487/alignment_results/55_Mmp_55_9-48491487_marked.bam	55_Mmp_55_9	single-cells-mmp-03-55	single-cells	03	mmp	55	Mmp-55-9_S54_L001_R1_001.fastq.gz	Mmp-55-9_S54_L001_R2_001.fastq.gz	Mmp-55-9_S54_L002_R1_001.fastq.gz	Mmp-55-9_S54_L002_R2_001.fastq.gz	Mmp-55-9_S54_L003_R1_001.fastq.gz	Mmp-55-9_S54_L003_R2_001.fastq.gz	Mmp-55-9_S54_L004_R1_001.fastq.gz	Mmp-55-9_S54_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 55 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/56_Mmp_56_9-48495487/alignment_results/56_Mmp_56_9-48495487_marked.bam	56_Mmp_56_9	single-cells-mmp-03-56	single-cells	03	mmp	56	Mmp-56-9_S55_L001_R1_001.fastq.gz	Mmp-56-9_S55_L001_R2_001.fastq.gz	Mmp-56-9_S55_L002_R1_001.fastq.gz	Mmp-56-9_S55_L002_R2_001.fastq.gz	Mmp-56-9_S55_L003_R1_001.fastq.gz	Mmp-56-9_S55_L003_R2_001.fastq.gz	Mmp-56-9_S55_L004_R1_001.fastq.gz	Mmp-56-9_S55_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 56 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/57_Mmp_57_9-48505460/alignment_results/57_Mmp_57_9-48505460_marked.bam	57_Mmp_57_9	single-cells-mmp-03-57	single-cells	03	mmp	57	Mmp-57-9_S56_L001_R1_001.fastq.gz	Mmp-57-9_S56_L001_R2_001.fastq.gz	Mmp-57-9_S56_L002_R1_001.fastq.gz	Mmp-57-9_S56_L002_R2_001.fastq.gz	Mmp-57-9_S56_L003_R1_001.fastq.gz	Mmp-57-9_S56_L003_R2_001.fastq.gz	Mmp-57-9_S56_L004_R1_001.fastq.gz	Mmp-57-9_S56_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 57 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/58_Mmp_58_9-48502460/alignment_results/58_Mmp_58_9-48502460_marked.bam	58_Mmp_58_9	single-cells-mmp-03-58	single-cells	03	mmp	58	Mmp-58-9_S57_L001_R1_001.fastq.gz	Mmp-58-9_S57_L001_R2_001.fastq.gz	Mmp-58-9_S57_L002_R1_001.fastq.gz	Mmp-58-9_S57_L002_R2_001.fastq.gz	Mmp-58-9_S57_L003_R1_001.fastq.gz	Mmp-58-9_S57_L003_R2_001.fastq.gz	Mmp-58-9_S57_L004_R1_001.fastq.gz	Mmp-58-9_S57_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 58 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/59_Mmp_59_9-48508462/alignment_results/59_Mmp_59_9-48508462_marked.bam	59_Mmp_59_9	single-cells-mmp-03-59	single-cells	03	mmp	59	Mmp-59-9_S58_L001_R1_001.fastq.gz	Mmp-59-9_S58_L001_R2_001.fastq.gz	Mmp-59-9_S58_L002_R1_001.fastq.gz	Mmp-59-9_S58_L002_R2_001.fastq.gz	Mmp-59-9_S58_L003_R1_001.fastq.gz	Mmp-59-9_S58_L003_R2_001.fastq.gz	Mmp-59-9_S58_L004_R1_001.fastq.gz	Mmp-59-9_S58_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 59 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/06_Mmp_6_9-48508463/alignment_results/06_Mmp_6_9-48508463_marked.bam	06_Mmp_6_9	single-cells-mmp-03-6	single-cells	03	mmp	6	Mmp-6-9_S6_L001_R1_001.fastq.gz	Mmp-6-9_S6_L001_R2_001.fastq.gz	Mmp-6-9_S6_L002_R1_001.fastq.gz	Mmp-6-9_S6_L002_R2_001.fastq.gz	Mmp-6-9_S6_L003_R1_001.fastq.gz	Mmp-6-9_S6_L003_R2_001.fastq.gz	Mmp-6-9_S6_L004_R1_001.fastq.gz	Mmp-6-9_S6_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 6 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/61_Mmp_61_9-48507463/alignment_results/61_Mmp_61_9-48507463_marked.bam	61_Mmp_61_9	single-cells-mmp-03-61	single-cells	03	mmp	61	Mmp-61-9_S59_L001_R1_001.fastq.gz	Mmp-61-9_S59_L001_R2_001.fastq.gz	Mmp-61-9_S59_L002_R1_001.fastq.gz	Mmp-61-9_S59_L002_R2_001.fastq.gz	Mmp-61-9_S59_L003_R1_001.fastq.gz	Mmp-61-9_S59_L003_R2_001.fastq.gz	Mmp-61-9_S59_L004_R1_001.fastq.gz	Mmp-61-9_S59_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 61 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/62_Mmp_62_9-48495488/alignment_results/62_Mmp_62_9-48495488_marked.bam	62_Mmp_62_9	single-cells-mmp-03-62	single-cells	03	mmp	62	Mmp-62-9_S60_L001_R1_001.fastq.gz	Mmp-62-9_S60_L001_R2_001.fastq.gz	Mmp-62-9_S60_L002_R1_001.fastq.gz	Mmp-62-9_S60_L002_R2_001.fastq.gz	Mmp-62-9_S60_L003_R1_001.fastq.gz	Mmp-62-9_S60_L003_R2_001.fastq.gz	Mmp-62-9_S60_L004_R1_001.fastq.gz	Mmp-62-9_S60_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 62 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/63_Mmp_63_9-48484533/alignment_results/63_Mmp_63_9-48484533_marked.bam	63_Mmp_63_9	single-cells-mmp-03-63	single-cells	03	mmp	63	Mmp-63-9_S61_L001_R1_001.fastq.gz	Mmp-63-9_S61_L001_R2_001.fastq.gz	Mmp-63-9_S61_L002_R1_001.fastq.gz	Mmp-63-9_S61_L002_R2_001.fastq.gz	Mmp-63-9_S61_L003_R1_001.fastq.gz	Mmp-63-9_S61_L003_R2_001.fastq.gz	Mmp-63-9_S61_L004_R1_001.fastq.gz	Mmp-63-9_S61_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 63 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/64_Mmp_64_9-48484534/alignment_results/64_Mmp_64_9-48484534_marked.bam	64_Mmp_64_9	single-cells-mmp-03-64	single-cells	03	mmp	64	Mmp-64-9_S62_L001_R1_001.fastq.gz	Mmp-64-9_S62_L001_R2_001.fastq.gz	Mmp-64-9_S62_L002_R1_001.fastq.gz	Mmp-64-9_S62_L002_R2_001.fastq.gz	Mmp-64-9_S62_L003_R1_001.fastq.gz	Mmp-64-9_S62_L003_R2_001.fastq.gz	Mmp-64-9_S62_L004_R1_001.fastq.gz	Mmp-64-9_S62_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 64 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/65_Mmp_65_9-48502461/alignment_results/65_Mmp_65_9-48502461_marked.bam	65_Mmp_65_9	single-cells-mmp-03-65	single-cells	03	mmp	65	Mmp-65-9_S63_L001_R1_001.fastq.gz	Mmp-65-9_S63_L001_R2_001.fastq.gz	Mmp-65-9_S63_L002_R1_001.fastq.gz	Mmp-65-9_S63_L002_R2_001.fastq.gz	Mmp-65-9_S63_L003_R1_001.fastq.gz	Mmp-65-9_S63_L003_R2_001.fastq.gz	Mmp-65-9_S63_L004_R1_001.fastq.gz	Mmp-65-9_S63_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 65 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/66_Mmp_66_9-48496491/alignment_results/66_Mmp_66_9-48496491_marked.bam	66_Mmp_66_9	single-cells-mmp-03-66	single-cells	03	mmp	66	Mmp-66-9_S64_L001_R1_001.fastq.gz	Mmp-66-9_S64_L001_R2_001.fastq.gz	Mmp-66-9_S64_L002_R1_001.fastq.gz	Mmp-66-9_S64_L002_R2_001.fastq.gz	Mmp-66-9_S64_L003_R1_001.fastq.gz	Mmp-66-9_S64_L003_R2_001.fastq.gz	Mmp-66-9_S64_L004_R1_001.fastq.gz	Mmp-66-9_S64_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 66 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/67_Mmp_67_9-48495489/alignment_results/67_Mmp_67_9-48495489_marked.bam	67_Mmp_67_9	single-cells-mmp-03-67	single-cells	03	mmp	67	Mmp-67-9_S65_L001_R1_001.fastq.gz	Mmp-67-9_S65_L001_R2_001.fastq.gz	Mmp-67-9_S65_L002_R1_001.fastq.gz	Mmp-67-9_S65_L002_R2_001.fastq.gz	Mmp-67-9_S65_L003_R1_001.fastq.gz	Mmp-67-9_S65_L003_R2_001.fastq.gz	Mmp-67-9_S65_L004_R1_001.fastq.gz	Mmp-67-9_S65_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 67 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/68_Mmp_68_9-48505461/alignment_results/68_Mmp_68_9-48505461_marked.bam	68_Mmp_68_9	single-cells-mmp-03-68	single-cells	03	mmp	68	Mmp-68-9_S66_L001_R1_001.fastq.gz	Mmp-68-9_S66_L001_R2_001.fastq.gz	Mmp-68-9_S66_L002_R1_001.fastq.gz	Mmp-68-9_S66_L002_R2_001.fastq.gz	Mmp-68-9_S66_L003_R1_001.fastq.gz	Mmp-68-9_S66_L003_R2_001.fastq.gz	Mmp-68-9_S66_L004_R1_001.fastq.gz	Mmp-68-9_S66_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 68 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/07_Mmp_7_9-48496493/alignment_results/07_Mmp_7_9-48496493_marked.bam	07_Mmp_7_9	single-cells-mmp-03-7	single-cells	03	mmp	7	Mmp-7-9_S7_L001_R1_001.fastq.gz	Mmp-7-9_S7_L001_R2_001.fastq.gz	Mmp-7-9_S7_L002_R1_001.fastq.gz	Mmp-7-9_S7_L002_R2_001.fastq.gz	Mmp-7-9_S7_L003_R1_001.fastq.gz	Mmp-7-9_S7_L003_R2_001.fastq.gz	Mmp-7-9_S7_L004_R1_001.fastq.gz	Mmp-7-9_S7_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 7 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/70_Mmp_70_9-48495490/alignment_results/70_Mmp_70_9-48495490_marked.bam	70_Mmp_70_9	single-cells-mmp-03-70	single-cells	03	mmp	70	Mmp-70-9_S67_L001_R1_001.fastq.gz	Mmp-70-9_S67_L001_R2_001.fastq.gz	Mmp-70-9_S67_L002_R1_001.fastq.gz	Mmp-70-9_S67_L002_R2_001.fastq.gz	Mmp-70-9_S67_L003_R1_001.fastq.gz	Mmp-70-9_S67_L003_R2_001.fastq.gz	Mmp-70-9_S67_L004_R1_001.fastq.gz	Mmp-70-9_S67_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 70 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/71_Mmp_71_9-48491488/alignment_results/71_Mmp_71_9-48491488_marked.bam	71_Mmp_71_9	single-cells-mmp-03-71	single-cells	03	mmp	71	Mmp-71-9_S68_L001_R1_001.fastq.gz	Mmp-71-9_S68_L001_R2_001.fastq.gz	Mmp-71-9_S68_L002_R1_001.fastq.gz	Mmp-71-9_S68_L002_R2_001.fastq.gz	Mmp-71-9_S68_L003_R1_001.fastq.gz	Mmp-71-9_S68_L003_R2_001.fastq.gz	Mmp-71-9_S68_L004_R1_001.fastq.gz	Mmp-71-9_S68_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 71 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/73_Mmp_73_9-48504462/alignment_results/73_Mmp_73_9-48504462_marked.bam	73_Mmp_73_9	single-cells-mmp-03-73	single-cells	03	mmp	73	Mmp-73-9_S69_L001_R1_001.fastq.gz	Mmp-73-9_S69_L001_R2_001.fastq.gz	Mmp-73-9_S69_L002_R1_001.fastq.gz	Mmp-73-9_S69_L002_R2_001.fastq.gz	Mmp-73-9_S69_L003_R1_001.fastq.gz	Mmp-73-9_S69_L003_R2_001.fastq.gz	Mmp-73-9_S69_L004_R1_001.fastq.gz	Mmp-73-9_S69_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 73 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/74_Mmp_74_9-48496492/alignment_results/74_Mmp_74_9-48496492_marked.bam	74_Mmp_74_9	single-cells-mmp-03-74	single-cells	03	mmp	74	Mmp-74-9_S70_L001_R1_001.fastq.gz	Mmp-74-9_S70_L001_R2_001.fastq.gz	Mmp-74-9_S70_L002_R1_001.fastq.gz	Mmp-74-9_S70_L002_R2_001.fastq.gz	Mmp-74-9_S70_L003_R1_001.fastq.gz	Mmp-74-9_S70_L003_R2_001.fastq.gz	Mmp-74-9_S70_L004_R1_001.fastq.gz	Mmp-74-9_S70_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 74 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/75_Mmp_75_9-48495491/alignment_results/75_Mmp_75_9-48495491_marked.bam	75_Mmp_75_9	single-cells-mmp-03-75	single-cells	03	mmp	75	Mmp-75-9_S71_L001_R1_001.fastq.gz	Mmp-75-9_S71_L001_R2_001.fastq.gz	Mmp-75-9_S71_L002_R1_001.fastq.gz	Mmp-75-9_S71_L002_R2_001.fastq.gz	Mmp-75-9_S71_L003_R1_001.fastq.gz	Mmp-75-9_S71_L003_R2_001.fastq.gz	Mmp-75-9_S71_L004_R1_001.fastq.gz	Mmp-75-9_S71_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 75 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
/Volumes/omics4tb/sturkarslan/singleCell-UA3-mmp/results_03_2/mmp/76_Mmp_76_9-48484535/alignment_results/76_Mmp_76_9-48484535_marked.bam	76_Mmp_76_9	single-cells-mmp-03-76	single-cells	03	mmp	76	Mmp-76-9_S72_L001_R1_001.fastq.gz	Mmp-76-9_S72_L001_R2_001.fastq.gz	Mmp-76-9_S72_L002_R1_001.fastq.gz	Mmp-76-9_S72_L002_R2_001.fastq.gz	Mmp-76-9_S72_L003_R1_001.fastq.gz	Mmp-76-9_S72_L003_R2_001.fastq.gz	Mmp-76-9_S72_L004_R1_001.fastq.gz	Mmp-76-9_S72_L004_R2_001.fastq.gz	Genomic DNA collected from sorted single-cell # 76 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation
