File.x	sample.id	experiment.x	sample.x	no.x	tmp1.x	File.y	experiment.y	sample.y	no.y	tmp1.y
Early-gen/data/HE3_15/HE3-15_1.fastq	Early-gen-HE3_15	Early-gen	HE3_15	HE3	15	Early-gen/data/HE3_15/HE3-15_2.fastq	Early-gen	HE3_15	HE3	15
Early-gen/data/HE3_45/HE3-45_R1.fastq	Early-gen-HE3_45	Early-gen	HE3_45	HE3	45	Early-gen/data/HE3_45/HE3-45_R2.fastq	Early-gen	HE3_45	HE3	45
Early-gen/data/HE3_76/HE3-76_1.fastq	Early-gen-HE3_76	Early-gen	HE3_76	HE3	76	Early-gen/data/HE3_76/HE3-76_2.fastq	Early-gen	HE3_76	HE3	76
Early-gen/data/HR2_118/HR2-118_R1.fastq	Early-gen-HR2_118	Early-gen	HR2_118	HR2	118	Early-gen/data/HR2_118/HR2-118_R2.fastq	Early-gen	HR2_118	HR2	118
Early-gen/data/HR2_15/HR2-15_1.fastq	Early-gen-HR2_15	Early-gen	HR2_15	HR2	15	Early-gen/data/HR2_15/HR2-15_2.fastq	Early-gen	HR2_15	HR2	15
Early-gen/data/HR2_45/HR2-45_R1.fastq	Early-gen-HR2_45	Early-gen	HR2_45	HR2	45	Early-gen/data/HR2_45/HR2-45_R2.fastq	Early-gen	HR2_45	HR2	45
Early-gen/data/HR2_76/HR2-76_1.fastq	Early-gen-HR2_76	Early-gen	HR2_76	HR2	76	Early-gen/data/HR2_76/HR2-76_2.fastq	Early-gen	HR2_76	HR2	76
Early-gen/data/HS3_118/HS3-118_R1.fastq	Early-gen-HS3_118	Early-gen	HS3_118	HS3	118	Early-gen/data/HS3_118/HS3-118_R2.fastq	Early-gen	HS3_118	HS3	118
Early-gen/data/HS3_15/HS3-15_1.fastq	Early-gen-HS3_15	Early-gen	HS3_15	HS3	15	Early-gen/data/HS3_15/HS3-15_2.fastq	Early-gen	HS3_15	HS3	15
Early-gen/data/HS3_45/HS3-45_R1.fastq	Early-gen-HS3_45	Early-gen	HS3_45	HS3	45	Early-gen/data/HS3_45/HS3-45_R2.fastq	Early-gen	HS3_45	HS3	45
Early-gen/data/HS3_76/HS3-76_1.fastq	Early-gen-HS3_76	Early-gen	HS3_76	HS3	76	Early-gen/data/HS3_76/HS3-76_2.fastq	Early-gen	HS3_76	HS3	76
Early-gen/data/UA3_118/UA3-118_R1.fastq	Early-gen-UA3_118	Early-gen	UA3_118	UA3	118	Early-gen/data/UA3_118/UA3-118_R2.fastq	Early-gen	UA3_118	UA3	118
Early-gen/data/UA3_15/UA3-15_1.fastq	Early-gen-UA3_15	Early-gen	UA3_15	UA3	15	Early-gen/data/UA3_15/UA3-15_2.fastq	Early-gen	UA3_15	UA3	15
Early-gen/data/UA3_45/UA3-45_R1.fastq	Early-gen-UA3_45	Early-gen	UA3_45	UA3	45	Early-gen/data/UA3_45/UA3-45_R2.fastq	Early-gen	UA3_45	UA3	45
Early-gen/data/UA3_76/UA3-76_1.fastq	Early-gen-UA3_76	Early-gen	UA3_76	UA3	76	Early-gen/data/UA3_76/UA3-76_2.fastq	Early-gen	UA3_76	UA3	76
Early-gen/data/UE3_118/UE3-118_R1.fastq	Early-gen-UE3_118	Early-gen	UE3_118	UE3	118	Early-gen/data/UE3_118/UE3-118_R2.fastq	Early-gen	UE3_118	UE3	118
Early-gen/data/UE3_15/UE3-15_1.fastq	Early-gen-UE3_15	Early-gen	UE3_15	UE3	15	Early-gen/data/UE3_15/UE3-15_2.fastq	Early-gen	UE3_15	UE3	15
Early-gen/data/UE3_45/UE3-45_R1.fastq	Early-gen-UE3_45	Early-gen	UE3_45	UE3	45	Early-gen/data/UE3_45/UE3-45_R2.fastq	Early-gen	UE3_45	UE3	45
Early-gen/data/UE3_76/UE3-76_1.fastq	Early-gen-UE3_76	Early-gen	UE3_76	UE3	76	Early-gen/data/UE3_76/UE3-76_2.fastq	Early-gen	UE3_76	UE3	76
Early-gen/data/UR1_118/UR1-118_R1.fastq	Early-gen-UR1_118	Early-gen	UR1_118	UR1	118	Early-gen/data/UR1_118/UR1-118_R2.fastq	Early-gen	UR1_118	UR1	118
Early-gen/data/UR1_15/UR1-15_1.fastq	Early-gen-UR1_15	Early-gen	UR1_15	UR1	15	Early-gen/data/UR1_15/UR1-15_2.fastq	Early-gen	UR1_15	UR1	15
Early-gen/data/UR1_45/UR1-45_R1.fastq	Early-gen-UR1_45	Early-gen	UR1_45	UR1	45	Early-gen/data/UR1_45/UR1-45_R2.fastq	Early-gen	UR1_45	UR1	45
Early-gen/data/UR1_76/UR1-76_1.fastq	Early-gen-UR1_76	Early-gen	UR1_76	UR1	76	Early-gen/data/UR1_76/UR1-76_2.fastq	Early-gen	UR1_76	UR1	76
Early-gen/data/US1_118/US1-118_R1.fastq	Early-gen-US1_118	Early-gen	US1_118	US1	118	Early-gen/data/US1_118/US1-118_R2.fastq	Early-gen	US1_118	US1	118
Early-gen/data/US1_15/US1-15_1.fastq	Early-gen-US1_15	Early-gen	US1_15	US1	15	Early-gen/data/US1_15/US1-15_2.fastq	Early-gen	US1_15	US1	15
Early-gen/data/US1_45/US1-45_R1.fastq	Early-gen-US1_45	Early-gen	US1_45	US1	45	Early-gen/data/US1_45/US1-45_R2.fastq	Early-gen	US1_45	US1	45
Early-gen/data/US1_76/US1-76_1.fastq	Early-gen-US1_76	Early-gen	US1_76	US1	76	Early-gen/data/US1_76/US1-76_2.fastq	Early-gen	US1_76	US1	76
