First_Pair_File	sample.id	experiment.x	sample.x	no.x	tmp1.x	Second_Pair_File	experiment.y	sample.y	no.y	tmp1.y	BAM_File	experiment	org	sample	no	biosample_name	epd	line	transfer	biosample_organism	generation	isolate	First_Pair_dir	Second_Pair_dir	BAM_dir	First_Pair_Size	Second_Pair_Size	BAM_Size	experiment_short
Clonal-isolates/data/27_S71/27_S71_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.D01	Clonal-isolates	HR2.152.05.D01	27	S71	Clonal-isolates/data/27_S71/27_S71_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.D01	27	S71	Clonal-isolates/results/dvh/27_S71/alignment_results/27_S71_marked.bam	Clonal-isolates	dvh	HR2.152.05.D01	27	HR2_1000_CI_05_D01	05	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/27_S71/27_S71_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/27_S71/27_S71_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/27_S71/alignment_results/27_S71_marked.bam	   1.07G	  1.2G	  4.23G	CI
Clonal-isolates/data/27_S71/27_S71_R1_001.fastq.gz	Clonal-isolates-UA3.152.09.M03	Clonal-isolates	UA3.152.09.M03	27	S71	Clonal-isolates/data/27_S71/27_S71_R2_001.fastq.gz	Clonal-isolates	UA3.152.09.M03	27	S71	Clonal-isolates/results/mmp/27_S71/alignment_results/27_S71_marked.bam	Clonal-isolates	mmp	UE3.152.09.M03	27	UE3_1000_CI_09_M03	09	UE3	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/27_S71/27_S71_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/27_S71/27_S71_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/27_S71/alignment_results/27_S71_marked.bam	   1.07G	  1.2G	  4.81G	CI
Clonal-isolates/data/28_S72/28_S72_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.D02	Clonal-isolates	HR2.152.05.D02	28	S72	Clonal-isolates/data/28_S72/28_S72_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.D02	28	S72	Clonal-isolates/results/dvh/28_S72/alignment_results/28_S72_marked.bam	Clonal-isolates	dvh	HR2.152.05.D02	28	HR2_1000_CI_05_D02	05	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/28_S72/28_S72_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/28_S72/28_S72_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/28_S72/alignment_results/28_S72_marked.bam	   1.15G	  1.3G	  4.83G	CI
Clonal-isolates/data/29_S73/29_S73_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.M03	Clonal-isolates	UA3.152.03.M03	29	S73	Clonal-isolates/data/29_S73/29_S73_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.M03	29	S73	Clonal-isolates/results/mmp/29_S73/alignment_results/29_S73_marked.bam	Clonal-isolates	mmp	UE3.152.03.M03	29	UE3_1000_CI_03_M03	03	UE3	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/29_S73/29_S73_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/29_S73/29_S73_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/29_S73/alignment_results/29_S73_marked.bam	   1.23G	  1.4G	  4.97G	CI
Clonal-isolates/data/2_S46/2_S46_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.D01	Clonal-isolates	UA3.152.03.D01	2	S46	Clonal-isolates/data/2_S46/2_S46_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.D01	2	S46	Clonal-isolates/results/dvh/2_S46/alignment_results/2_S46_marked.bam	Clonal-isolates	dvh	UE3.152.03.D01	2	UE3_1000_CI_03_D01	03	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/2_S46/2_S46_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/2_S46/2_S46_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/2_S46/alignment_results/2_S46_marked.bam	 367.51M	405.83M	  1.23G	CI
Clonal-isolates/data/31_S75/31_S75_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.M01	Clonal-isolates	UA3.152.03.M01	31	S75	Clonal-isolates/data/31_S75/31_S75_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.M01	31	S75	Clonal-isolates/results/mmp/31_S75/alignment_results/31_S75_marked.bam	Clonal-isolates	mmp	UE3.152.03.M01	31	UE3_1000_CI_03_M01	03	UE3	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/31_S75/31_S75_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/31_S75/31_S75_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/31_S75/alignment_results/31_S75_marked.bam	   1.26G	  1.44G	  5.31G	CI
Clonal-isolates/data/33_S77/33_S77_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.D02	Clonal-isolates	HR2.152.01.D02	33	S77	Clonal-isolates/data/33_S77/33_S77_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.D02	33	S77	Clonal-isolates/results/dvh/33_S77/alignment_results/33_S77_marked.bam	Clonal-isolates	dvh	HR2.152.01.D02	33	HR2_1000_CI_01_D02	01	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/33_S77/33_S77_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/33_S77/33_S77_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/33_S77/alignment_results/33_S77_marked.bam	   1.18G	  1.28G	  5.56G	CI
Clonal-isolates/data/34_S78/34_S78_R1_001.fastq.gz	Clonal-isolates-UA3.152.10.M03	Clonal-isolates	UA3.152.10.M03	34	S78	Clonal-isolates/data/34_S78/34_S78_R2_001.fastq.gz	Clonal-isolates	UA3.152.10.M03	34	S78	Clonal-isolates/results/mmp/34_S78/alignment_results/34_S78_marked.bam	Clonal-isolates	mmp	UE3.152.10.M03	34	UE3_1000_CI_10_M03	10	UE3	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/34_S78/34_S78_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/34_S78/34_S78_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/34_S78/alignment_results/34_S78_marked.bam	   1.28G	  1.45G	  6.01G	CI
Clonal-isolates/data/35_S79/35_S79_R1_001.fastq.gz	Clonal-isolates-HR2.152.05.M03	Clonal-isolates	HR2.152.05.M03	35	S79	Clonal-isolates/data/35_S79/35_S79_R2_001.fastq.gz	Clonal-isolates	HR2.152.05.M03	35	S79	Clonal-isolates/results/mmp/35_S79/alignment_results/35_S79_marked.bam	Clonal-isolates	mmp	HR2.152.05.M03	35	HR2_1000_CI_05_M03	05	HR2	152	Methanococcus maripaludis S2	1000	M03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/35_S79/35_S79_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/35_S79/35_S79_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/35_S79/alignment_results/35_S79_marked.bam	 992.85M	  1.09G	  4.3G	CI
Clonal-isolates/data/36_S80/36_S80_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.D01	Clonal-isolates	HR2.152.10.D01	36	S80	Clonal-isolates/data/36_S80/36_S80_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.D01	36	S80	Clonal-isolates/results/dvh/36_S80/alignment_results/36_S80_marked.bam	Clonal-isolates	dvh	HR2.152.10.D01	36	HR2_1000_CI_10_D01	10	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/36_S80/36_S80_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/36_S80/36_S80_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/36_S80/alignment_results/36_S80_marked.bam	 863.21M	961.74M	  2.56G	CI
Clonal-isolates/data/37_S81/37_S81_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.D03	Clonal-isolates	UA3.152.03.D03	37	S81	Clonal-isolates/data/37_S81/37_S81_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.D03	37	S81	Clonal-isolates/results/dvh/37_S81/alignment_results/37_S81_marked.bam	Clonal-isolates	dvh	UE3.152.03.D03	37	UE3_1000_CI_03_D03	03	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/37_S81/37_S81_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/37_S81/37_S81_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/37_S81/alignment_results/37_S81_marked.bam	1009.91M	  1.12G	  3.21G	CI
Clonal-isolates/data/37_S81/37_S81_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.D03	Clonal-isolates	UA3.152.03.D03	37	S81	Clonal-isolates/data/37_S81/37_S81_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.D03	37	S81	Clonal-isolates/results/mmp/37_S81/alignment_results/37_S81_marked.bam	Clonal-isolates	mmp	UE3.152.03.D03	37	UE3_1000_CI_03_D03	03	UE3	152	Methanococcus maripaludis S2	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/37_S81/37_S81_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/37_S81/37_S81_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/37_S81/alignment_results/37_S81_marked.bam	1009.91M	  1.12G	  2.99G	CI
Clonal-isolates/data/3_S47/3_S47_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.M02	Clonal-isolates	UA3.152.03.M02	3	S47	Clonal-isolates/data/3_S47/3_S47_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.M02	3	S47	Clonal-isolates/results/mmp/3_S47/alignment_results/3_S47_marked.bam	Clonal-isolates	mmp	UE3.152.03.M02	3	UE3_1000_CI_03_M02	03	UE3	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/3_S47/3_S47_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/3_S47/3_S47_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/3_S47/alignment_results/3_S47_marked.bam	 331.64M	364.89M	898.4M	CI
Clonal-isolates/data/5_S49/5_S49_R1_001.fastq.gz	Clonal-isolates-HR2.152.10.D03	Clonal-isolates	HR2.152.10.D03	5	S49	Clonal-isolates/data/5_S49/5_S49_R2_001.fastq.gz	Clonal-isolates	HR2.152.10.D03	5	S49	Clonal-isolates/results/dvh/5_S49/alignment_results/5_S49_marked.bam	Clonal-isolates	dvh	HR2.152.10.D03	5	HR2_1000_CI_10_D03	10	HR2	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/5_S49/5_S49_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/5_S49/5_S49_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/5_S49/alignment_results/5_S49_marked.bam	 181.57M	202.36M	609.08M	CI
Clonal-isolates/data/6_S50/6_S50_R1_001.fastq.gz	Clonal-isolates-UA3.152.03.D02	Clonal-isolates	UA3.152.03.D02	6	S50	Clonal-isolates/data/6_S50/6_S50_R2_001.fastq.gz	Clonal-isolates	UA3.152.03.D02	6	S50	Clonal-isolates/results/dvh/6_S50/alignment_results/6_S50_marked.bam	Clonal-isolates	dvh	UE3.152.03.D02	6	UE3_1000_CI_03_D02	03	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/6_S50/6_S50_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/6_S50/6_S50_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/6_S50/alignment_results/6_S50_marked.bam	   1.23G	  1.39G	  5.35G	CI
Clonal-isolates/data/6_S50/6_S50_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.M01	Clonal-isolates	HR2.152.01.M01	6	S50	Clonal-isolates/data/6_S50/6_S50_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.M01	6	S50	Clonal-isolates/results/mmp/6_S50/alignment_results/6_S50_marked.bam	Clonal-isolates	mmp	HR2.152.01.M01	6	HR2_1000_CI_01_M01	01	HR2	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/6_S50/6_S50_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/6_S50/6_S50_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/6_S50/alignment_results/6_S50_marked.bam	   1.23G	  1.39G	  5.75G	CI
Clonal-isolates/data/7_S51/7_S51_R1_001.fastq.gz	Clonal-isolates-UA3.152.09.M01	Clonal-isolates	UA3.152.09.M01	7	S51	Clonal-isolates/data/7_S51/7_S51_R2_001.fastq.gz	Clonal-isolates	UA3.152.09.M01	7	S51	Clonal-isolates/results/mmp/7_S51/alignment_results/7_S51_marked.bam	Clonal-isolates	mmp	UE3.152.09.M01	7	UE3_1000_CI_09_M01	09	UE3	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/7_S51/7_S51_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/7_S51/7_S51_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/7_S51/alignment_results/7_S51_marked.bam	   1.41G	  1.45G	  5.74G	CI
Clonal-isolates/data/8_S52/8_S52_R1_001.fastq.gz	Clonal-isolates-HR2.152.01.M02	Clonal-isolates	HR2.152.01.M02	8	S52	Clonal-isolates/data/8_S52/8_S52_R2_001.fastq.gz	Clonal-isolates	HR2.152.01.M02	8	S52	Clonal-isolates/results/mmp/8_S52/alignment_results/8_S52_marked.bam	Clonal-isolates	mmp	HR2.152.01.M02	8	HR2_1000_CI_01_M02	01	HR2	152	Methanococcus maripaludis S2	1000	M02	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/8_S52/8_S52_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/8_S52/8_S52_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/8_S52/alignment_results/8_S52_marked.bam	 740.73M	843.22M	  3.3G	CI
Clonal-isolates/data/9_S53/9_S53_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.D03	Clonal-isolates	UA3.152.02.D03	9	S53	Clonal-isolates/data/9_S53/9_S53_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.D03	9	S53	Clonal-isolates/results/dvh/9_S53/alignment_results/9_S53_marked.bam	Clonal-isolates	dvh	UE3.152.02.D03	9	UE3_1000_CI_02_D03	02	UE3	152	Desulfovibrio vulgaris str. Hildenborough	1000	D03	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/9_S53/9_S53_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/9_S53/9_S53_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/dvh/9_S53/alignment_results/9_S53_marked.bam	 781.68M	879.1M	  2.96G	CI
Clonal-isolates/data/9_S53/9_S53_R1_001.fastq.gz	Clonal-isolates-UA3.152.02.M01	Clonal-isolates	UA3.152.02.M01	9	S53	Clonal-isolates/data/9_S53/9_S53_R2_001.fastq.gz	Clonal-isolates	UA3.152.02.M01	9	S53	Clonal-isolates/results/mmp/9_S53/alignment_results/9_S53_marked.bam	Clonal-isolates	mmp	UE3.152.02.M01	9	UE3_1000_CI_02_M01	02	UE3	152	Methanococcus maripaludis S2	1000	M01	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/9_S53/9_S53_R1_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/data/9_S53/9_S53_R2_001.fastq.gz	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/Clonal-isolates/results/mmp/9_S53/alignment_results/9_S53_marked.bam	 781.68M	879.1M	  3.23G	CI
EPD/data/HR2_01/HR2-01_S3_L001_R1_001.fastq	EPD-HR2_01	EPD	HR2_01	HR2	01	EPD/data/HR2_01/HR2-01_S3_L001_R2_001.fastq	EPD	HR2_01	HR2	01	EPD/results/dvh/HR2_01/alignment_results/HR2_01_marked.bam	EPD	dvh	HR2_01	HR2	HR2_1000_EPD_01	01	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_01/HR2-01_S3_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_01/HR2-01_S3_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/dvh/HR2_01/alignment_results/HR2_01_marked.bam	   1.82G	  1.82G	  1.43G	EPD
EPD/data/HR2_01/HR2-01_S3_L001_R1_001.fastq	EPD-HR2_01	EPD	HR2_01	HR2	01	EPD/data/HR2_01/HR2-01_S3_L001_R2_001.fastq	EPD	HR2_01	HR2	01	EPD/results/mmp/HR2_01/alignment_results/HR2_01_marked.bam	EPD	mmp	HR2_01	HR2	HR2_1000_EPD_01	01	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_01/HR2-01_S3_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_01/HR2-01_S3_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/mmp/HR2_01/alignment_results/HR2_01_marked.bam	   1.82G	  1.82G	  1.83G	EPD
EPD/data/HR2_05/HR2-05_S4_L001_R1_001.fastq	EPD-HR2_05	EPD	HR2_05	HR2	05	EPD/data/HR2_05/HR2-05_S4_L001_R2_001.fastq	EPD	HR2_05	HR2	05	EPD/results/dvh/HR2_05/alignment_results/HR2_05_marked.bam	EPD	dvh	HR2_05	HR2	HR2_1000_EPD_05	05	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_05/HR2-05_S4_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_05/HR2-05_S4_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/dvh/HR2_05/alignment_results/HR2_05_marked.bam	   1.35G	  1.35G	  1.04G	EPD
EPD/data/HR2_05/HR2-05_S4_L001_R1_001.fastq	EPD-HR2_05	EPD	HR2_05	HR2	05	EPD/data/HR2_05/HR2-05_S4_L001_R2_001.fastq	EPD	HR2_05	HR2	05	EPD/results/mmp/HR2_05/alignment_results/HR2_05_marked.bam	EPD	mmp	HR2_05	HR2	HR2_1000_EPD_05	05	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_05/HR2-05_S4_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_05/HR2-05_S4_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/mmp/HR2_05/alignment_results/HR2_05_marked.bam	   1.35G	  1.35G	  1.25G	EPD
EPD/data/HR2_10/HR2-10_S4_L001_R1_001.fastq	EPD-HR2_10	EPD	HR2_10	HR2	10	EPD/data/HR2_10/HR2-10_S4_L001_R2_001.fastq	EPD	HR2_10	HR2	10	EPD/results/dvh/HR2_10/alignment_results/HR2_10_marked.bam	EPD	dvh	HR2_10	HR2	HR2_1000_EPD_10	10	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_10/HR2-10_S4_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_10/HR2-10_S4_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/dvh/HR2_10/alignment_results/HR2_10_marked.bam	   1.12G	  1.12G	741.29M	EPD
EPD/data/HR2_10/HR2-10_S4_L001_R1_001.fastq	EPD-HR2_10	EPD	HR2_10	HR2	10	EPD/data/HR2_10/HR2-10_S4_L001_R2_001.fastq	EPD	HR2_10	HR2	10	EPD/results/mmp/HR2_10/alignment_results/HR2_10_marked.bam	EPD	mmp	HR2_10	HR2	HR2_1000_EPD_10	10	HR2	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_10/HR2-10_S4_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/HR2_10/HR2-10_S4_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/mmp/HR2_10/alignment_results/HR2_10_marked.bam	   1.12G	  1.12G	653.9M	EPD
EPD/data/UE3_03/UE3-03_S2_L001_R1_001.fastq	EPD-UE3_03	EPD	UE3_03	UE3	03	EPD/data/UE3_03/UE3-03_S2_L001_R2_001.fastq	EPD	UE3_03	UE3	03	EPD/results/dvh/UE3_03/alignment_results/UE3_03_marked.bam	EPD	dvh	UE3_03	UE3	UE3_1000_EPD_03	03	UE3	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_03/UE3-03_S2_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_03/UE3-03_S2_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/dvh/UE3_03/alignment_results/UE3_03_marked.bam	   1.41G	  1.41G	  1.09G	EPD
EPD/data/UE3_03/UE3-03_S2_L001_R1_001.fastq	EPD-UE3_03	EPD	UE3_03	UE3	03	EPD/data/UE3_03/UE3-03_S2_L001_R2_001.fastq	EPD	UE3_03	UE3	03	EPD/results/mmp/UE3_03/alignment_results/UE3_03_marked.bam	EPD	mmp	UE3_03	UE3	UE3_1000_EPD_03	03	UE3	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_03/UE3-03_S2_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_03/UE3-03_S2_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/mmp/UE3_03/alignment_results/UE3_03_marked.bam	   1.41G	  1.41G	  1.13G	EPD
EPD/data/UE3_09/UE3-09_S5_L001_R1_001.fastq	EPD-UE3_09	EPD	UE3_09	UE3	09	EPD/data/UE3_09/UE3-09_S5_L001_R2_001.fastq	EPD	UE3_09	UE3	09	EPD/results/dvh/UE3_09/alignment_results/UE3_09_marked.bam	EPD	dvh	UE3_09	UE3	UE3_1000_EPD_09	09	UE3	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_09/UE3-09_S5_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_09/UE3-09_S5_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/dvh/UE3_09/alignment_results/UE3_09_marked.bam	   1.4G	  1.4G	  1.21G	EPD
EPD/data/UE3_09/UE3-09_S5_L001_R1_001.fastq	EPD-UE3_09	EPD	UE3_09	UE3	09	EPD/data/UE3_09/UE3-09_S5_L001_R2_001.fastq	EPD	UE3_09	UE3	09	EPD/results/mmp/UE3_09/alignment_results/UE3_09_marked.bam	EPD	mmp	UE3_09	UE3	UE3_1000_EPD_09	09	UE3	152	Desulfovibrio vulgaris str. Hildenborough - Methanococcus maripaludis S2	1000	NA	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_09/UE3-09_S5_L001_R1_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/data/UE3_09/UE3-09_S5_L001_R2_001.fastq	/Volumes/omics4tb/sturkarslan/syntrophy_raw_sequences/EPD/results/mmp/UE3_09/alignment_results/UE3_09_marked.bam	   1.4G	  1.4G	  1.33G	EPD
