# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	372898	373017	+						2794331	DVU0329	120		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	372898	373017	+	YP_009553.1	WP_010937636.1		hypothetical protein		2794331	DVU0329	120	39	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	372996	374234	-						2794497	DVU0330	1239		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	372996	374234	-	YP_009554.1	WP_010937637.1		response regulator		2794497	DVU0330	1239	412	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	374234	377155	-						2794498	DVU0331	2922		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	374234	377155	-	YP_009555.1	WP_010937638.1		sensory box histidine kinase		2794498	DVU0331	2922	973	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377194	377352	-						2794499	DVU0332	159		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377194	377352	-	YP_009556.1	WP_010937639.1		hypothetical protein		2794499	DVU0332	159	52	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377367	378023	+						2794500	DVU0333	657		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377367	378023	+	YP_009557.1	WP_010937640.1		hypothetical protein		2794500	DVU0333	657	218	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377980	378891	+						2794750	DVU0334	912		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	377980	378891	+	YP_009558.1	WP_010937641.1		D-alanine--D-alanine ligase		2794750	DVU0334	912	303	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	378977	380569	+						2794751	DVU0335	1593		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	378977	380569	+	YP_009559.1	WP_010937642.1		3-deoxy-D-manno-octulosonic-acid transferase		2794751	DVU0335	1593	530	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	380770	382110	-						2794752	DVU0336	1341		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	380770	382110	-	YP_009560.1	WP_010937643.1		aminotransferase		2794752	DVU0336	1341	446	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	382107	384077	-						2794753	DVU0337	1971		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	382107	384077	-	YP_009561.1	WP_010937644.1		hypothetical protein		2794753	DVU0337	1971	656	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	384097	384738	-						2794754	DVU0338	642		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	384097	384738	-	YP_009562.1	WP_010937645.1		HAD superfamily hydrolase		2794754	DVU0338	642	213	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	384768	385673	-						2796768	DVU0339	906		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	384768	385673	-	YP_009563.1	WP_010937646.1		D-isomer specific 2-hydroxyacid dehydrogenase		2796768	DVU0339	906	301	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	385816	386409	-						2796769	DVU0340	594		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	385816	386409	-	YP_009564.1	WP_010937647.1		acetyltransferase		2796769	DVU0340	594	197	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	386419	387189	-						2796770	DVU0341	771		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	386419	387189	-	YP_009565.1	WP_010937648.1		3-deoxy-manno-octulosonate cytidylyltransferase		2796770	DVU0341	771	256	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	387502	388416	-						2796771	DVU0342	915		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	387502	388416	-	YP_009566.1	WP_010937649.1		NAD-dependent epimerase/dehydratase		2796771	DVU0342	915	304	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	388419	389201	-						2796772	DVU0343	783		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	388419	389201	-	YP_009567.1	WP_010937650.1		HPCH/HPAI aldolase		2796772	DVU0343	783	260	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	389669	391597	-						2794784	DVU0344	1929		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	389669	391597	-	YP_009568.1	WP_010937651.1		methyl-accepting chemotaxis protein		2794784	DVU0344	1929	642	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	391581	391781	-						2794785	DVU0345	201		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	391581	391781	-	YP_009569.1	WP_010937652.1		hypothetical protein		2794785	DVU0345	201	66	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	391830	393368	-						2794786	DVU0346	1539		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	391830	393368	-	YP_009570.1	WP_010937653.1		hypothetical protein		2794786	DVU0346	1539	512	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	393664	394335	-						2794787	DVU0347	672		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	393664	394335	-	YP_009571.1	WP_010937654.1		hexapaptide repeat-containing transferase		2794787	DVU0347	672	223	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	394354	396078	-						2794788	DVU0348	1725		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	394354	396078	-	YP_009572.1	WP_010937655.1		hypothetical protein		2794788	DVU0348	1725	574	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	396098	397156	-						2794676	DVU0349	1059		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	396098	397156	-	YP_009573.1	WP_010937656.1		NeuB family protein		2794676	DVU0349	1059	352	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	397193	397876	-					spsF	2794677	DVU0350	684		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	397193	397876	-	YP_009574.1	WP_010937657.1		spore coat polysaccharide biosynthesis protein spsF	spsF	2794677	DVU0350	684	227	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	397873	399507	-						2794678	DVU0351	1635		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	397873	399507	-	YP_009575.1	WP_010937658.1		cytidine 5'monophosphate N-acetylneuraminic acid synthetase /polysaccharide biosynthesis protein		2794678	DVU0351	1635	544	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	399515	400696	-						2794679	DVU0352	1182		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	399515	400696	-	YP_009576.1	WP_010937659.1		aminotransferase		2794679	DVU0352	1182	393	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	400830	401903	-						2794680	DVU0353	1074		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	400830	401903	-	YP_009577.1	WP_010937660.1		iron-containing alcohol dehydrogenase		2794680	DVU0353	1074	357	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	402346	403404	+						2794755	DVU0354	1059		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	402346	403404	+	YP_009578.1	WP_010937661.1		hypothetical protein		2794755	DVU0354	1059	352	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	403528	405351	-						2794756	DVU0355	1824		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	403528	405351	-	YP_009579.1	WP_010937662.1		sensory box protein		2794756	DVU0355	1824	607	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	405472	406047	+					tag	2794757	DVU0356	576		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	405472	406047	+	YP_009580.1	WP_010937663.1		DNA-3-methyladenine glycosylase I	tag	2794757	DVU0356	576	191	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	406059	406976	+						2794758	DVU0357	918		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	406059	406976	+	YP_009581.1	WP_010937664.1		hypothetical protein		2794758	DVU0357	918	305	
gene	tRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	407052	407127	-						2794759	DVU_tRNA-Thr-1	76		
tRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	407052	407127	-				tRNA-Thr		2794759	DVU_tRNA-Thr-1	76		
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	407342	408085	+						2793497	DVU0358	744		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	407342	408085	+	YP_009582.1	WP_010937665.1		hypothetical protein		2793497	DVU0358	744	247	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	408368	408694	+						2793498	DVU0359	327		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	408368	408694	+	YP_009583.1	WP_010937666.1		HesB-like domain-containing protein		2793498	DVU0359	327	108	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	409391	411082	+					ilvB-1	2793499	DVU0360	1692		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	409391	411082	+	YP_009584.1	WP_010937667.1		acetolactate synthase catalytic subunit	ilvB-1	2793499	DVU0360	1692	563	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	411087	411410	+						2793500	DVU0361	324		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	411087	411410	+	YP_009585.1	WP_010937668.1		acetolactate synthase 1 regulatory subunit		2793500	DVU0361	324	107	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	411461	412240	-						2793501	DVU0362	780		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	411461	412240	-	YP_009586.1	WP_010937669.1		hypothetical protein		2793501	DVU0362	780	259	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	412237	413337	-					pabB	2793561	DVU0363	1101		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	412237	413337	-	YP_009587.2	WP_010937670.1		"para-aminobenzoate synthase, component I"	pabB	2793561	DVU0363	1101	366	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	413780	414334	-					pabA	2793562	DVU0364	555		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	413780	414334	-	YP_009588.1	WP_010937671.1		para-aminobenzoate/anthranilate synthase glutamine amidotransferase	pabA	2793562	DVU0364	555	184	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	414331	415086	-						2793563	DVU0365	756		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	414331	415086	-	YP_009589.1	WP_010937672.1		hypothetical protein		2793563	DVU0365	756	251	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	415077	415928	-						2793564	DVU0366	852		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	415077	415928	-	YP_009590.1	WP_010937673.1		5-formyltetrahydrofolate cyclo-ligase		2793564	DVU0366	852	283	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	416195	416929	+						2793565	DVU0367	735		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	416195	416929	+	YP_009591.1	WP_010937674.1		Ser/Thr protein phosphatase		2793565	DVU0367	735	244	
gene	tRNA	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	417073	417149	+						2794439	DVU_tRNA-Met-1	77		
tRNA		GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	417073	417149	+				tRNA-Met		2794439	DVU_tRNA-Met-1	77		
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	417842	417946	+						2794440	DVU0368	105		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	417842	417946	+	YP_009592.1	WP_010937675.1		hypothetical protein		2794440	DVU0368	105	34	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418078	418176	+						2794441	DVU0369	99		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418078	418176	+	YP_009593.1	WP_010937676.1		hypothetical protein		2794441	DVU0369	99	32	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418268	418411	-						2794442	DVU0370	144		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418268	418411	-	YP_009594.1	WP_010937677.1		hypothetical protein		2794442	DVU0370	144	47	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418412	419836	+						2796717	DVU0371	1425		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	418412	419836	+	YP_009595.1	WP_010937678.1		hypothetical protein		2796717	DVU0371	1425	474	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	420136	420828	-						2796718	DVU0372	693		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	420136	420828	-	YP_009596.1	WP_010937679.1		hypothetical protein		2796718	DVU0372	693	230	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	420886	423198	-						2796719	DVU0373	2313		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	420886	423198	-	YP_009597.1	WP_010937680.1		CoA-binding domain-containing protein		2796719	DVU0373	2313	770	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	423403	425901	-						2796720	DVU0374	2499		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	423403	425901	-	YP_009598.1	WP_010937681.1		pyruvate ferredoxin/flavodoxin oxidoreductase		2796720	DVU0374	2499	832	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	425986	427215	-						2796721	DVU0375	1230		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	425986	427215	-	YP_009599.1	WP_010937682.1		Glu/Leu/Phe/Val dehydrogenase		2796721	DVU0375	1230	409	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	427237	427503	-						2794634	DVU0376	267		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	427237	427503	-	YP_009600.1	WP_010937683.1		hypothetical protein		2794634	DVU0376	267	88	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	427507	428424	-					trxB-1	2794635	DVU0377	918		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	427507	428424	-	YP_009601.1	WP_010937684.1		thioredoxin reductase	trxB-1	2794635	DVU0377	918	305	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	428443	428757	-						2794636	DVU0378	315		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	428443	428757	-	YP_009602.1	WP_010937685.1		thioredoxin		2794636	DVU0378	315	104	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	428780	429457	-						2794637	DVU0379	678		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	428780	429457	-	YP_009603.1	WP_010937686.1		transcriptional regulator		2794637	DVU0379	678	225	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	429501	431063	-						2794638	DVU0380	1563		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	429501	431063	-	YP_009604.1	WP_010937687.1		sulfatase		2794638	DVU0380	1563	520	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	431111	432502	-					nhaC-1	2796739	DVU0381	1392		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	431111	432502	-	YP_009605.1	WP_010937688.1		Na+/H+ antiporter NhaC	nhaC-1	2796739	DVU0381	1392	463	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	432584	432883	+						2796740	DVU0382	300		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	432584	432883	+	YP_009606.1	WP_010937689.1		hypothetical protein		2796740	DVU0382	300	99	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	433064	433453	+						2796741	DVU0383	390		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	433064	433453	+	YP_009607.1	WP_010937690.1		hypothetical protein		2796741	DVU0383	390	129	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	433812	434384	-					flr	2796742	DVU0384	573		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	433812	434384	-	YP_009608.1	WP_010937691.1		flavoredoxin	flr	2796742	DVU0384	573	190	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	434408	434530	+						2796743	DVU0385	123		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	434408	434530	+	YP_009609.1	WP_010937692.1		hypothetical protein		2796743	DVU0385	123	40	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	434628	435377	+						2796744	DVU0386	750		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	434628	435377	+	YP_009610.1	WP_010937693.1		amino acid ABC transporter periplasmic amino acid-binding protein		2796744	DVU0386	750	249	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	435519	436196	+						2795061	DVU0387	678		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	435519	436196	+	YP_009611.1	WP_010937694.1		His/Glu/Gln/Arg/opine ABC transporter permease		2795061	DVU0387	678	225	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	436205	436972	+						2795062	DVU0388	768		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	436205	436972	+	YP_009612.1	WP_010937695.1		amino acid ABC transporter ATP-binding protein		2795062	DVU0388	768	255	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	436972	437646	+						2795063	DVU0389	675		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	436972	437646	+	YP_009613.1	WP_010937696.1		His/Glu/Gln/Arg/opine amino acid ABC transporter permease		2795063	DVU0389	675	224	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	437672	439054	+						2795064	DVU0390	1383		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	437672	439054	+	YP_009614.1	WP_010937697.1		glycolate oxidase subunit GlcD		2795064	DVU0390	1383	460	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	439115	440056	-						2794247	DVU0391	942		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	439115	440056	-	YP_009615.1	WP_010937698.1		hypothetical protein		2794247	DVU0391	942	313	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	440311	441510	+						2794248	DVU0392	1200		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	440311	441510	+	YP_009616.1	WP_010937699.1		aromatic aminotransferase		2794248	DVU0392	1200	399	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	441512	442501	+					ung	2794249	DVU0393	990		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	441512	442501	+	YP_009617.2	WP_010937700.1		uracil-DNA glycosylase	ung	2794249	DVU0393	990	329	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	442741	443763	-						2794250	DVU0394	1023		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	442741	443763	-	YP_009618.1	WP_010937701.1		radical SAM domain-containing protein		2794250	DVU0394	1023	340	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	443991	444410	+						2794251	DVU0395	420		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	443991	444410	+	YP_009619.1	WP_010937702.1		HIT family protein		2794251	DVU0395	420	139	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	444438	444725	+					hup-1	2796538	DVU0396	288		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	444438	444725	+	YP_009620.1	WP_010937703.1		DNA-binding protein HU	hup-1	2796538	DVU0396	288	95	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	445073	445804	-						2796539	DVU0397	732		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	445073	445804	-	YP_009621.1	WP_010937704.1		rare lipoprotein A		2796539	DVU0397	732	243	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	445885	447711	-						2796540	DVU0398	1827		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	445885	447711	-	YP_009622.1	WP_010937705.1		HMGL-like domain-containing protein		2796540	DVU0398	1827	608	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	447708	448496	-						2796541	DVU0399	789		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	447708	448496	-	YP_009623.1	WP_010937706.1		hypothetical protein		2796541	DVU0399	789	262	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	448581	449132	-						2796542	DVU0400	552		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	448581	449132	-	YP_009624.1	WP_010937707.1		hypothetical protein		2796542	DVU0400	552	183	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	449150	449701	-						2796543	DVU0401	552		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	449150	449701	-	YP_009625.1	WP_010937708.1		hypothetical protein		2796543	DVU0401	552	183	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	449888	451201	+					dsvA	2796152	DVU0402	1314		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	449888	451201	+	YP_009626.1	WP_010937709.1		dissimilatory sulfite reductase subunit alpha	dsvA	2796152	DVU0402	1314	437	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	451220	452365	+					dvsB	2796153	DVU0403	1146		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	451220	452365	+	YP_009627.1	WP_010937710.1		dissimilatory sulfite reductase subunit beta	dvsB	2796153	DVU0403	1146	381	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	452427	452663	+						2796154	DVU0404	237		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	452427	452663	+	YP_009628.1	WP_010937711.1		dissimilatory sulfite reductase B		2796154	DVU0404	237	78	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	452779	454185	+					cobB-1	2796155	DVU0405	1407		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	452779	454185	+	YP_009629.1	WP_010937712.1		"cobyrinic acid a,c-diamide synthase"	cobB-1	2796155	DVU0405	1407	468	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	454663	455601	-						2796156	DVU0406	939		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	454663	455601	-	YP_009630.1	WP_010937713.1		hypothetical protein		2796156	DVU0406	939	312	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	455770	456414	+						2793708	DVU0407	645		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	455770	456414	+	YP_009631.1	WP_010937714.1		rare lipoprotein A family protein		2793708	DVU0407	645	214	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	456505	458652	+						2793709	DVU0408	2148		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	456505	458652	+	YP_009632.1	WP_010937715.1		response regulator/sensory box/GGDEF domain/EAL domain-containing protein		2793709	DVU0408	2148	715	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	458875	459225	-						2793710	DVU0409	351		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	458875	459225	-	YP_009633.1	WP_010937716.1		hypothetical protein		2793710	DVU0409	351	116	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	459231	459836	-						2793711	DVU0410	606		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	459231	459836	-	YP_009634.1	WP_010937717.1		hypothetical protein		2793711	DVU0410	606	201	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	459998	461671	-						2793712	DVU0411	1674		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	459998	461671	-	YP_009635.1	WP_010937718.1		heptosyltransferase		2793712	DVU0411	1674	557	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	461688	462353	-						2795175	DVU0412	666		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	461688	462353	-	YP_009636.1	WP_010937719.1		potassium uptake protein TrkA		2795175	DVU0412	666	221	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	462411	463748	-						2795176	DVU0413	1338		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	462411	463748	-	YP_009637.1	WP_010937720.1		TrkH family potassium uptake protein		2795176	DVU0413	1338	445	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	463867	465186	+						2795177	DVU0414	1320		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	463867	465186	+	YP_009638.1	WP_010937721.1		NADP-dependent malic enzyme-like protein		2795177	DVU0414	1320	439	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	465244	466767	+					pepA	2795178	DVU0415	1524		
